Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chamelium
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Mana Infused Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oil Sand
chiselsandbits:block_bit:0, Chiseled Bit - Oil Shale
chiselsandbits:block_bit:0, Chiseled Bit - Destabilized Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Energized Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Resonant End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Oil Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Platinum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iridium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mana Infused Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Invar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Constantan
chiselsandbits:block_bit:0, Chiseled Bit - Block of Signalum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lumium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Black Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Red Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Green Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - White Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Awakened Draconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Infused Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Dislocation Normalization Field Projector
chiselsandbits:block_bit:0, Chiseled Bit - Magical Planks
chiselsandbits:block_bit:0, Chiseled Bit - Magical Wood
chiselsandbits:block_bit:0, Chiseled Bit - Diagonal Wood
chiselsandbits:block_bit:0, Chiseled Bit - Angel Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Clock
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quintuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Sextuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Septuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Octuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Sand
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Sand
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Quintuple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Sextuple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Border Stone
chiselsandbits:block_bit:0, Chiseled Bit - Crossed Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Stone
chiselsandbits:block_bit:0, Chiseled Bit - Stoneburnt
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Glass
chiselsandbits:block_bit:0, Chiseled Bit - Truchet
chiselsandbits:block_bit:0, Chiseled Bit - Blue Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Quartzburnt
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Stone
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Bordered)
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Patterned)
chiselsandbits:block_bit:0, Chiseled Bit - Dark Glass
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Glass
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Glass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enchanted Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Demon Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Evil Infused Iron
chiselsandbits:block_bit:0, Chiseled Bit - Ferrous-Juniper Planks
chiselsandbits:block_bit:0, Chiseled Bit - Raw Ferrous-Juniper Planks
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Stone
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Dirt Brick
chiselsandbits:block_bit:0, Chiseled Bit - Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Green Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Green Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Green Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Plain Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Plain Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Plain Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Rimmed Black  Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Flux Block
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Electrotine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble
chiselsandbits:block_bit:0, Chiseled Bit - Marble Brick
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruby
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sapphire
chiselsandbits:block_bit:0, Chiseled Bit - Block of Peridot
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrotine
chiselsandbits:block_bit:0, Chiseled Bit - Alumite Block
chiselsandbits:block_bit:0, Chiseled Bit - Invar Block
chiselsandbits:block_bit:0, Chiseled Bit - Osgloglas Block
chiselsandbits:block_bit:0, Chiseled Bit - Osmiridium Block
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Dyeing Machine
chiselsandbits:block_bit:0, Chiseled Bit - Bean Pod
chiselsandbits:block_bit:0, Chiseled Bit - Quartz Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Contact Lever Down
chiselsandbits:block_bit:0, Chiseled Bit - Igniter Down
chiselsandbits:block_bit:0, Chiseled Bit - White Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Orange Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Lime Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Pink Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Gray Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Purple Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Blue Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Brown Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Green Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Black Luminous Block
chiselsandbits:block_bit:0, Chiseled Bit - Super Lubricent Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sided Block of Redstone Down
chiselsandbits:block_bit:0, Chiseled Bit - Biome Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Biome Stone
chiselsandbits:block_bit:0, Chiseled Bit - Biome Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Biome Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Biome Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Lamp
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Brickss
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous White Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Orange Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Magenta Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Light Blue Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Yellow Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Lime Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Pink Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Gray Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Light Gray Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Cyan Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Purple Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Blue Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Brown Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Green Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Red Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Luminous Black Stained Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dilithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Rutile Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Titanium Block
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Block
chiselsandbits:block_bit:0, Chiseled Bit - Iridium Block
chiselsandbits:block_bit:0, Chiseled Bit - Gold Coil
chiselsandbits:block_bit:0, Chiseled Bit - Copper Coil
chiselsandbits:block_bit:0, Chiseled Bit - Titanium Coil
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Coil
chiselsandbits:block_bit:0, Chiseled Bit - Iridium Coil
chiselsandbits:block_bit:0, Chiseled Bit - Launch Pad
chiselsandbits:block_bit:0, Chiseled Bit - Moon Turf
chiselsandbits:block_bit:0, Chiseled Bit - Dark Moon Turf
chiselsandbits:block_bit:0, Chiseled Bit - Oxidized Ferric Sand
